S.No.,Name,Time
1,David,23.80443572998047
2,David,24.31512188911438
3,David,25.452232360839844
4,Jennifer,44.67910099029541
5,Jennifer,45.490267276763916
6,Jennifer,45.78437662124634
7,Jennifer,46.06639885902405
8,Jennifer,46.491044759750366
9,Jennifer,47.460660219192505
10,Jennifer,47.75395202636719
11,Jennifer,48.58089208602905
12,Jennifer,49.136319398880005
13,Jennifer,50.08887577056885
